story_id,person,aliases,type,mention_count,word_count,merged_text
10,Tokoh-28,"['kunal', 'sipakpak kunal']",antagonist,36,580,"Seorang budak pilihan , SIPAKPAK KUNAL , yang akan menjadi pengawal serta seorang penunjuk jalan , melengkapi rombongan . Malam itu , Siapakah Kunal , budak pengawal rombongan , tidak bisa tidur . `` Alangkah kejamnya teriak Sipakpak Kunal tiba-tiba sambil meninju pendayungnya dengan marah . `` Aku bermimpi berkelahi dengan harimau jawab Sipakpak Kunal menjelaskan sambil berbaring lagi . Sesudah yang lain-lain tertidur kembali , Sipakpak Kunal meneruskan lamunannya dan berkata pada dirinya sendiri Sekarang umurku sudah hampir 40 tahun dan aku masih belum kawin . Tiba-tiba Sipakpak Kunal tertawa terbahak-bahak . Masih setengah mengantuk , mereka memandang Sipakpak Kunal dan bertanya Teriakan apa itu ? '' Menjelang fajar , Sipakpak Kunal melepaskan tali penambat perahu dan perahu itu dikayuhnya ke tengah sungai . Melihat Sipakpak Kunal sendirian , ia bertanya Mana kawan-kawan kita ? '' `` Sudah kulemparkan ke dalam air jawab Sipakpak Kunal singkat . teriak Sipakpak Kunal . Kemudian Sipakpak Kunal mulai menceritakan apa yang dipikirkannya malam itu . Mata Sipakpak Kunal memancarkan sinar fanatik yang belum pernah dilihatnya sebelumnya . Kau menjadi Nagai Sori , dan aku Sipakpak Kunal . Terpaksalah Sipakpak Kunal anak raja '' yang baru menjelma itu , mengambil pendayung untuk mengayuh perahu ke tujuannya . `` Hasil panen kami tahun ini luar biasa banyaknya , Mertuaku jawab Sipakpak Kunal , yang sekarang berlagak sebagai Nagai Sori . Nagai Sori , yang sekarang berperan sebagai Sipakpak Kunal , duduk dengan takzim di belakang `` tuannya . '' teriak Sipakpak Kunal , yang berlagak sebagai Nagai Sori . Namanya Sipakpak Kunal . '' `` Coba beritahukan sabda Baginda kepada Nagai Sori palsu alias Sipakpak Kunal apa sebenarnya hajat Ananda datang ke sini . '' `` Mertuaku jawab Sipakpak Kunal aku dikirim ibuku untuk meminang anak Tuanku yang sekarang sudah dewasa . '' `` Pintar sekali kau bicara kata Sipakpak Kunal . Mendengar titah Baginda , Sipakpak Kunal mulai menyingsingkan lengan bajunya , seolah-olah ingin memperlihatkan otot-ototnya yang kuat dan kesiapannya untuk bertempur . teriak Sipakpak Kunal sambil menunjuk `` budaknya . '' Pesta pernikahan `` anak raja '' palsu , Sipakpak Kunal , dimeriahkan oleh orkes Batak dan Melayu , serta kelompok ronggeng yang menghangatkan suasana . Tidak lama setelah Sipakpak Kunal dan puteri Raja dikawinkan , hal-hal aneh mulai terjadi . Ketika Raja Margolang , menantunya , dan para budak pergi berburu atau menangkap ikan di sungai , Sipakpak Kunal sering berkata ingin membuat alu dari batang-batang kayu kecil yang tumbuh di mana-mana . Dengan sigap , Sipakpak Kunal memanjat pohon kelapa dan memilih buah-buah terbaik untuk minuman Baginda . Saat melihat sarang lebah , Sipakpak Kunal mengungkapkan keinginannya untuk kembali ke tempat itu di malam hari guna mengumpulkan madu . Ia sering memperingatkan Sipakpak Kunal untuk tidak lagi membanggakan hal-hal itu , karena pekerjaan seperti itu adalah tugas rakyat jelata . Setiap kali diperingatkan , Sipakpak Kunal teringat bahwa ia bukan lagi seorang budak , melainkan menantu Raja Margolang . Pada suatu malam , saat Raja Margolang , Permaisuri , Sipakpak Kunal , dan isterinya sedang bersantap , terdengar suara Nagai Sori berdendang di kandang . Ia bernyanyi Sipakpak Kunal ada di istana . Nagai Sori ada di kandang ... '' Nyanyian itu berulang-ulang hingga membuat Sipakpak Kunal marah besar dan mengancam akan menghukumnya jika tidak berhenti bernyanyi . Sementara itu , kabar tentang pengkhianatan Sipakpak Kunal mulai menyebar . Ketika Raja Margolang wafat , Sipakpak Kunal mengangkat dirinya menjadi Raja dan melarang marga Haroharo memasuki kerajaannya untuk menyembunyikan rahasianya ."
10,Tokoh-29,['keluarga ayah'],others,1,10,Anggota-anggota keluarga ayah sebagian besar menyingkir ke arah Timur .
10,Tokoh-3,['permaisuri raja margolang'],others,1,16,"Setelah ia pergi , ruang rapat sunyi senyap hingga akhirnya Permaisuri Raja Margolang memecah kesunyian ."
10,Tokoh-30,['tukang dayung'],others,1,11,Dipeluknya seorang tukang dayung yang disangkanya puteri yang akan dikawininya .
10,Tokoh-31,['kerabat raja'],others,1,22,"Setelah santap siang selesai , sidang kerajaan diteruskan di balai ruang , dihadiri oleh semua kerabat Raja dan para pembesar kerajaan ."
10,Tokoh-32,"['tuan', 'tuan puteri']",others,2,26,"`` Tuanku , ampun beribu-ribu ampun . Ia langsung berdiri dan menuju tempat kediaman Tuan Puteri , disertai dayang-dayang , penyanyi-penyanyi , dan budak-budak perempuan ."
10,Tokoh-33,"['nagai sori', 'naga sorai', 'sori']",protagonist,36,580,"Bersama mereka ikut puteranya yang masih kecil NAGA SORAI dan sejumlah menteri serta pembesar negeri . Pada akhir pidatonya , Raja Haroharo mengharapkan semoga Raja Margolang berkenan mengawinkan puterinya itu kelak dengan putera Haroharo , Naga Sorai . Sebelum Raja Haroharo kembali ke Porsea , disepakati bahwa Naga Sorai kelak akan mempersunting puteri Raja Margolang . Sebagai emas kawin , Naga Sorai kelak akan membawa sebentuk cincin emas dan sebuah batu keemasan . Ketika sampai waktunya , Naga Sorai akan dikawinkan , ibundanya berkata kepadanya Ananda , puteri Raja Margolang sekarang sudah besar . Permaisuri Haroharo mengeluarkan sebuah cincin emas dan batu keemasan , dan meletakkannya di depan Naga Sorai . Ia harus `` melihat langkah '' Naga Sorai , artinya menentukan hari dan waktu yang paling baik untuk memulai perjalanannya . Yang akan mengiringkan Naga Sorai ialah beberapa pembesar negara dan anggota keluarga serta budak-budak . `` Apa sebenarnya perbedaan antara diriku dengan Nagai Sori ? Aku akan memakai pakaian Nagai Sori dan meminang puteri Raja Margolang . Tapi siapa yang mau menjadi saksi bila aku harus membuktikan bahwa aku Nagai Sori ? `` Untunglah kau waspada kata Nagai Sori . Ketika matahari terbit , Nagai Sori terbangun . `` Beri aku waktu berpikir jawab Nagai Sori sambil menyapu-nyapu matanya . Mendengar kisah budaknya , tahulah Nagai Sori bahwa tidak ada yang dapat menghalanginya menjalankan rencananya yang nekat . Nagai Sori yang sekarang berperan sebagai budak harus mendayung perahu . Seluruh badan Nagai Sori dilumuri semacam getah kayu , lalu ditaburi arang . Setelah mengucapkan selamat datang , Raja Margolang berkata Ananda Nagai Sori , kami sebenarnya sudah lama menantikan kedatangan Anda . '' Nagai Sori , yang sekarang berperan sebagai Sipakpak Kunal , duduk dengan takzim di belakang `` tuannya . '' Sekian persembahan patik ucap Nagai Sori . teriak Sipakpak Kunal , yang berlagak sebagai Nagai Sori . `` Coba beritahukan sabda Baginda kepada Nagai Sori palsu alias Sipakpak Kunal apa sebenarnya hajat Ananda datang ke sini . '' Nagai Sori , yang sejak tadi duduk dengan takzim di belakang `` tuannya kini memohon bicara karena khawatir `` tuannya '' akan salah bicara lagi . `` Tuanku Syah Alam kata Nagai Sori setelah menyembah dengan hormat ampun beribu-ribu ampun . Menurut Adinda Tuanku , maksud kedatangan Ananda Nagai Sori hanyalah untuk memenuhi suatu persetujuan suci yang diadakan ketika kedua Ananda masih kecil . Namun , karena Nagai Sori tidak pernah memanjat pohon kelapa sebelumnya , usahanya gagal . Sementara itu , Nagai Sori menunjukkan sikap yang berbeda . Namun , Raja Margolang menghentikan pembicaraan Nagai Sori karena menurutnya , seorang budak tidak pantas menyampaikan ide-ide seperti itu kepada Raja . Pada suatu malam , saat Raja Margolang , Permaisuri , Sipakpak Kunal , dan isterinya sedang bersantap , terdengar suara Nagai Sori berdendang di kandang . Nagai Sori ada di kandang ... '' Nyanyian itu berulang-ulang hingga membuat Sipakpak Kunal marah besar dan mengancam akan menghukumnya jika tidak berhenti bernyanyi . Suatu hari , Puteri mendekati pondok tempat Nagai Sori sedang bermain seruling . Ia melihat cincin dan batu itu , lalu menghampiri Nagai Sori dan memeluknya . Dengan air mata berlinangan , Puteri berkata Kaulah sebenarnya tunanganku , Nagai Sori . '' Akhirnya , Nagai Sori mengakui identitasnya . Nagai Sori dan Puteri Margolang akhirnya tiba di Siak Seri Indrapura dan memulai kehidupan baru . Berkat darah bangsawannya serta khasiat cincin dan batu ajaibnya , Nagai Sori menjadi Raja yang sangat berkuasa di daerah itu ."
10,Tokoh-34,['ahli nujum'],others,1,18,"Sesudah baginda menjelaskan semuanya , dan khasiat kedua barang ajaib itu diuji , dipanggillah seorang ahli nujum ."
10,Tokoh-35,['mataniari'],others,1,5,Leluhurnya adalah Sahang Mataniari .
10,Tokoh-36,['kepala'],others,1,15,"Tak lama kemudian , kepala rumah tangga istana memberitahukan bahwa santapan siang sudah tersedia ."
10,Tokoh-37,['isteri'],others,1,26,"Pada suatu malam , saat Raja Margolang , Permaisuri , Sipakpak Kunal , dan isterinya sedang bersantap , terdengar suara Nagai Sori berdendang di kandang ."
10,Tokoh-38,['pemuka'],others,1,12,Para pemuka daerah-daerah sekitar Pulau Raja diundang ke peralatan besar itu .
10,Tokoh-39,['budak'],others,1,19,"Seorang budak pilihan , SIPAKPAK KUNAL , yang akan menjadi pengawal serta seorang penunjuk jalan , melengkapi rombongan ."
10,Tokoh-4,"['permaisuri raja haroharo', 'permaisuri haroharo']",others,4,61,"Saudaranya yang perempuan adalah permaisuri Raja Haroharo . Permaisuri Haroharo mengeluarkan sebuah cincin emas dan batu keemasan , dan meletakkannya di depan Naga Sorai . Lambatnya kedatangan menantu Tuanku disebabkan oleh lamanya Adinda Tuanku Permaisuri Haroharo gering sakit . Sewaktu santapan berlangsung , Raja Margolang mendengarkan laporan tentang kesehatan adiknya , Permaisuri Haroharo , serta keadaan dalam negeri kerajaan iparnya ."
10,Tokoh-40,['kaka'],others,1,11,"Jumpailah calon mertuamu , kakandaku itu , dan pinang puterinya ."
10,Tokoh-5,['raja margolang'],others,26,486,"Menurut yang empunya cerita , kira-kira pada abad ke-17 , di sini memerintah seorang raja yang bernama `` RAJA MARGOLANG . '' Hubungan Raja Margolang dengan kerajaan-kerajaan lain di sekitarnya baik sekali . Pada suatu hari , Raja Margolang mengadakan pesta besar di istananya untuk merayakan kelahiran seorang puterinya . Pada akhir pidatonya , Raja Haroharo mengharapkan semoga Raja Margolang berkenan mengawinkan puterinya itu kelak dengan putera Haroharo , Naga Sorai . Dalam kata sambutannya , Raja Margolang menekankan bahwa sejak dahulu kala , Raja Haroharo bersahabat dengan dia dan setia padanya , baik dalam waktu susah maupun dalam waktu senang . Raja Margolang selanjutnya menunjuk pada keberuntungan rakyat yang tinggal di pesisir Danau Toba . Pada akhir sambutannya , Raja Margolang mengharapkan agar pada waktu yang akan datang , para menteri dan pembesar kerajaannya akan lebih banyak berkesempatan istirahat di Danau Toba untuk menyegarkan rohani dan jasmani mereka . Sebelum Raja Haroharo kembali ke Porsea , disepakati bahwa Naga Sorai kelak akan mempersunting puteri Raja Margolang . `` Ananda demikian Raja Haroharo ketika ananda masih kecil , ananda kami bawa menghadiri pesta besar yang diadakan Raja Margolang untuk merayakan kelahiran puterinya . Apakah Raja Margolang akan percaya ? '' Sesampainya di kerajaan Raja Margolang , mereka tidak berhenti di dermaga yang biasa disinggahi . Menjelang tengah hari , keduanya sampai di istana Raja Margolang . Tak lama kemudian , Raja Margolang dan Permaisurinya berkenan menerima mereka . Setelah mengucapkan selamat datang , Raja Margolang berkata Ananda Nagai Sori , kami sebenarnya sudah lama menantikan kedatangan Anda . '' `` Bicaralah ujar Raja Margolang , yang dalam hatinya heran melihat sikap budak yang begitu beradat . Sewaktu santapan berlangsung , Raja Margolang mendengarkan laporan tentang kesehatan adiknya , Permaisuri Haroharo , serta keadaan dalam negeri kerajaan iparnya . Namun , Raja Margolang seolah-olah tidak peduli . `` Baiklah jawab Raja Margolang dengan tenang , meskipun dalam hatinya jengkel mendengar kata-kata calon menantunya yang tak beradat . Raja Margolang menyetujui saran tersebut . Ketika Raja Margolang , menantunya , dan para budak pergi berburu atau menangkap ikan di sungai , Sipakpak Kunal sering berkata ingin membuat alu dari batang-batang kayu kecil yang tumbuh di mana-mana . Suatu hari , Raja Margolang merasa sangat haus dalam perjalanan dan ingin minum air kelapa muda yang tergantung di pohonnya . Raja Margolang merasa heran mendengar semua bualan menantunya . Namun , Raja Margolang menghentikan pembicaraan Nagai Sori karena menurutnya , seorang budak tidak pantas menyampaikan ide-ide seperti itu kepada Raja . Meskipun demikian , Raja Margolang menceritakan usulan-usulan tersebut kepada Permaisuri , yang juga heran karena ide-ide itu berasal dari seorang budak . Pada suatu malam , saat Raja Margolang , Permaisuri , Sipakpak Kunal , dan isterinya sedang bersantap , terdengar suara Nagai Sori berdendang di kandang . Ketika Raja Margolang wafat , Sipakpak Kunal mengangkat dirinya menjadi Raja dan melarang marga Haroharo memasuki kerajaannya untuk menyembunyikan rahasianya ."
