,number,story_id,judul,sentence_id,word,type
55,0,7,Tuah Burung Merbak,5,.,O
56,0,7,Tuah Burung Merbak,6,Pekerjaan,O
57,0,7,Tuah Burung Merbak,6,mereka,O
58,0,7,Tuah Burung Merbak,6,sehari,O
59,0,7,Tuah Burung Merbak,6,harinya,O
60,0,7,Tuah Burung Merbak,6,mengerjakan,O
61,0,7,Tuah Burung Merbak,6,sebidang,O
62,0,7,Tuah Burung Merbak,6,tanah,O
63,0,7,Tuah Burung Merbak,6,yang,O
64,0,7,Tuah Burung Merbak,6,yang,O
65,0,7,Tuah Burung Merbak,6,letaknya,O
66,0,7,Tuah Burung Merbak,6,tidak,O
67,0,7,Tuah Burung Merbak,6,berapa,O
68,0,7,Tuah Burung Merbak,6,jauh,O
69,0,7,Tuah Burung Merbak,6,dari,O
70,0,7,Tuah Burung Merbak,6,gubuk,O
71,0,7,Tuah Burung Merbak,6,mereka,O
72,0,7,Tuah Burung Merbak,6,.,O
73,0,7,Tuah Burung Merbak,7,Pagi,O
74,0,7,Tuah Burung Merbak,7,Pagi,O
75,0,7,Tuah Burung Merbak,7,sekali,O
76,0,7,Tuah Burung Merbak,7,kedua,O
77,0,7,Tuah Burung Merbak,7,suami,B-TOKOH
78,0,7,Tuah Burung Merbak,7,istri,B-TOKOH
79,0,7,Tuah Burung Merbak,7,ini,O
80,0,7,Tuah Burung Merbak,7,sudah,O
81,0,7,Tuah Burung Merbak,7,pergi,O
82,0,7,Tuah Burung Merbak,7,kesawahnya,O
83,0,7,Tuah Burung Merbak,7,.,O
84,0,7,Tuah Burung Merbak,8,Anaknya,O
85,0,7,Tuah Burung Merbak,8,Ahmad,B-TOKOH
86,0,7,Tuah Burung Merbak,8,dan,O
87,0,7,Tuah Burung Merbak,8,Muhammad,B-TOKOH
88,0,7,Tuah Burung Merbak,8,ikut,O
89,0,7,Tuah Burung Merbak,8,membantu,O
90,0,7,Tuah Burung Merbak,8,.,O
91,0,7,Tuah Burung Merbak,9,Mereka,O
92,0,7,Tuah Burung Merbak,9,adalah,O
93,0,7,Tuah Burung Merbak,9,anak,O
94,0,7,Tuah Burung Merbak,9,anak,O
95,0,7,Tuah Burung Merbak,9,yang,O
96,0,7,Tuah Burung Merbak,9,baik,O
97,0,7,Tuah Burung Merbak,9,perilakunya,O
98,0,7,Tuah Burung Merbak,9,selalu,O
99,0,7,Tuah Burung Merbak,9,ramah,O
100,0,7,Tuah Burung Merbak,9,kepada,O
101,0,7,Tuah Burung Merbak,9,tetangga,O
102,0,7,Tuah Burung Merbak,9,dan,O
103,0,7,Tuah Burung Merbak,9,penyayang,O
104,0,7,Tuah Burung Merbak,9,kepada,O
105,0,7,Tuah Burung Merbak,9,binatang,O
106,0,7,Tuah Burung Merbak,9,.,O
107,0,7,Tuah Burung Merbak,10,Sehingga,O
108,0,7,Tuah Burung Merbak,10,orang,O
109,0,7,Tuah Burung Merbak,10,orang,O
110,0,7,Tuah Burung Merbak,10,sekampungnya,O
111,0,7,Tuah Burung Merbak,10,sangat,O
112,0,7,Tuah Burung Merbak,10,menyayangi,O
113,0,7,Tuah Burung Merbak,10,mereka,O
114,0,7,Tuah Burung Merbak,10,.,O
115,0,7,Tuah Burung Merbak,11,Sudah,O
116,0,7,Tuah Burung Merbak,11,menjadi,O
117,0,7,Tuah Burung Merbak,11,kebiasaan,O
118,0,7,Tuah Burung Merbak,11,buat,O
119,0,7,Tuah Burung Merbak,11,kedua,O
120,0,7,Tuah Burung Merbak,11,bersaudara,O
121,0,7,Tuah Burung Merbak,11,ini,O
122,0,7,Tuah Burung Merbak,11,pagi,O
123,0,7,Tuah Burung Merbak,11,membantu,O
124,0,7,Tuah Burung Merbak,11,ibu,B-TOKOH
125,0,7,Tuah Burung Merbak,11,dan,O
126,0,7,Tuah Burung Merbak,11,ayah,B-TOKOH
127,0,7,Tuah Burung Merbak,11,di,O
128,0,7,Tuah Burung Merbak,11,sawah,O
129,0,7,Tuah Burung Merbak,11,dan,O
130,0,7,Tuah Burung Merbak,11,sore,O
131,0,7,Tuah Burung Merbak,11,harinya,O
132,0,7,Tuah Burung Merbak,11,mereka,O
133,0,7,Tuah Burung Merbak,11,pergi,O
134,0,7,Tuah Burung Merbak,11,mengaji,O
135,0,7,Tuah Burung Merbak,11,.,O
136,0,7,Tuah Burung Merbak,12,Begitulah,O
137,0,7,Tuah Burung Merbak,12,pekerjaan,O
138,0,7,Tuah Burung Merbak,12,si,O
139,0,7,Tuah Burung Merbak,12,Ahmad,B-TOKOH
140,0,7,Tuah Burung Merbak,12,dan,O
141,0,7,Tuah Burung Merbak,12,Muhammad,B-TOKOH
142,0,7,Tuah Burung Merbak,12,setiap,O
143,0,7,Tuah Burung Merbak,12,hari,O
144,0,7,Tuah Burung Merbak,12,.,O
145,0,7,Tuah Burung Merbak,13,Pada,O
146,0,7,Tuah Burung Merbak,13,suatu,O
147,0,7,Tuah Burung Merbak,13,sore,O
148,0,7,Tuah Burung Merbak,13,ketika,O
149,0,7,Tuah Burung Merbak,13,mereka,O
150,0,7,Tuah Burung Merbak,13,pulang,O
151,0,7,Tuah Burung Merbak,13,dari,O
152,0,7,Tuah Burung Merbak,13,mengaji,O
153,0,7,Tuah Burung Merbak,13,sambil,O
154,0,7,Tuah Burung Merbak,13,bersenda,O
155,0,7,Tuah Burung Merbak,13,gurau,O
156,0,7,Tuah Burung Merbak,13,di,O
157,0,7,Tuah Burung Merbak,13,jalan,O
158,0,7,Tuah Burung Merbak,13,mereka,O
159,0,7,Tuah Burung Merbak,13,melihat,O
160,0,7,Tuah Burung Merbak,13,seekor,O
161,0,7,Tuah Burung Merbak,13,burung,B-TOKOH
162,0,7,Tuah Burung Merbak,13,Merbuk,I-TOKOH
163,0,7,Tuah Burung Merbak,13,yang,O
164,0,7,Tuah Burung Merbak,13,terbangterbang,O
165,0,7,Tuah Burung Merbak,13,hingga,O
166,0,7,Tuah Burung Merbak,13,di,O
167,0,7,Tuah Burung Merbak,13,hadapan,O
168,0,7,Tuah Burung Merbak,13,mereka,O
169,0,7,Tuah Burung Merbak,13,.,O
170,0,7,Tuah Burung Merbak,14,Ketika,O
171,0,7,Tuah Burung Merbak,14,si,O
172,0,7,Tuah Burung Merbak,14,Ahmad,B-TOKOH
173,0,7,Tuah Burung Merbak,14,dan,O
174,0,7,Tuah Burung Merbak,14,Muhammad,B-TOKOH
175,0,7,Tuah Burung Merbak,14,dekat,O
176,0,7,Tuah Burung Merbak,14,ke,O
177,0,7,Tuah Burung Merbak,14,burung,B-TOKOH
178,0,7,Tuah Burung Merbak,14,Merbuk,I-TOKOH
179,0,7,Tuah Burung Merbak,14,itu,O
180,0,7,Tuah Burung Merbak,14,maka,O
181,0,7,Tuah Burung Merbak,14,burung,O
182,0,7,Tuah Burung Merbak,14,itu,O
183,0,7,Tuah Burung Merbak,14,pun,O
184,0,7,Tuah Burung Merbak,14,terbang,O
185,0,7,Tuah Burung Merbak,14,lagi,O
186,0,7,Tuah Burung Merbak,14,tetapi,O
187,0,7,Tuah Burung Merbak,14,tidaklah,O
188,0,7,Tuah Burung Merbak,14,terbang,O
189,0,7,Tuah Burung Merbak,14,jauh,O
190,0,7,Tuah Burung Merbak,14,.,O
191,0,7,Tuah Burung Merbak,15,Oleh,O
192,0,7,Tuah Burung Merbak,15,karena,O
193,0,7,Tuah Burung Merbak,15,itu,O
194,0,7,Tuah Burung Merbak,15,maka,O
195,0,7,Tuah Burung Merbak,15,timbul,O
196,0,7,Tuah Burung Merbak,15,di,O
197,0,7,Tuah Burung Merbak,15,hati,O
198,0,7,Tuah Burung Merbak,15,keduanya,O
199,0,7,Tuah Burung Merbak,15,untuk,O
200,0,7,Tuah Burung Merbak,15,menangkap,O
201,0,7,Tuah Burung Merbak,15,burung,B-TOKOH
202,0,7,Tuah Burung Merbak,15,itu,O
203,0,7,Tuah Burung Merbak,15,.,O
204,0,7,Tuah Burung Merbak,16,Dan,O
205,0,7,Tuah Burung Merbak,16,dengan,O
206,0,7,Tuah Burung Merbak,16,sekejap,O
207,0,7,Tuah Burung Merbak,16,saja,O
208,0,7,Tuah Burung Merbak,16,mereka,O
209,0,7,Tuah Burung Merbak,16,telah,O
210,0,7,Tuah Burung Merbak,16,berhasil,O
211,0,7,Tuah Burung Merbak,16,menangkap,O
212,0,7,Tuah Burung Merbak,16,burung,B-TOKOH
213,0,7,Tuah Burung Merbak,16,Merbuk,I-TOKOH
214,0,7,Tuah Burung Merbak,16,itu,O
215,0,7,Tuah Burung Merbak,16,.,O
216,0,7,Tuah Burung Merbak,17,Oleh,O
217,0,7,Tuah Burung Merbak,17,karena,O
218,0,7,Tuah Burung Merbak,17,gembiranya,O
219,0,7,Tuah Burung Merbak,17,Ahmad,B-TOKOH
220,0,7,Tuah Burung Merbak,17,dan,O
221,0,7,Tuah Burung Merbak,17,Muhammad,B-TOKOH
222,0,7,Tuah Burung Merbak,17,berlari,O
223,0,7,Tuah Burung Merbak,17,lari,O
224,0,7,Tuah Burung Merbak,17,menuju,O
225,0,7,Tuah Burung Merbak,17,rumahnya,O
226,0,7,Tuah Burung Merbak,17,.,O
227,0,7,Tuah Burung Merbak,18,Tak,O
228,0,7,Tuah Burung Merbak,18,berapa,O
229,0,7,Tuah Burung Merbak,18,lama,O
230,0,7,Tuah Burung Merbak,18,sampailah,O
231,0,7,Tuah Burung Merbak,18,mereka,O
232,0,7,Tuah Burung Merbak,18,di,O
233,0,7,Tuah Burung Merbak,18,rumah,O
234,0,7,Tuah Burung Merbak,18,mereka,O
235,0,7,Tuah Burung Merbak,18,langsung,O
236,0,7,Tuah Burung Merbak,18,menemui,O
237,0,7,Tuah Burung Merbak,18,ayahnya,B-TOKOH
238,0,7,Tuah Burung Merbak,18,yang,O
239,0,7,Tuah Burung Merbak,18,sedang,O
240,0,7,Tuah Burung Merbak,18,duduk,O
241,0,7,Tuah Burung Merbak,18,duduk,O
242,0,7,Tuah Burung Merbak,18,di,O
243,0,7,Tuah Burung Merbak,18,beranda,O
244,0,7,Tuah Burung Merbak,18,depan,O
245,0,7,Tuah Burung Merbak,18,Ahmad,B-TOKOH
246,0,7,Tuah Burung Merbak,18,berkata,O
247,0,7,Tuah Burung Merbak,18,kepada,O
248,0,7,Tuah Burung Merbak,18,ayahnya,B-TOKOH
249,0,7,Tuah Burung Merbak,18,.,O
250,0,7,Tuah Burung Merbak,18,``,O
251,0,7,Tuah Burung Merbak,18,Ayah,B-TOKOH
252,0,7,Tuah Burung Merbak,18,....,O
253,0,7,Tuah Burung Merbak,18,Tadi,O
254,0,7,Tuah Burung Merbak,18,sewaktu,O
255,0,7,Tuah Burung Merbak,18,Ahmad,B-TOKOH
256,0,7,Tuah Burung Merbak,18,dan,O
257,0,7,Tuah Burung Merbak,18,Muhammad,B-TOKOH
258,0,7,Tuah Burung Merbak,18,pulang,O
259,0,7,Tuah Burung Merbak,18,dari,O
260,0,7,Tuah Burung Merbak,18,mengaji,O
261,0,7,Tuah Burung Merbak,18,kami,O
262,0,7,Tuah Burung Merbak,18,mendapat,O
263,0,7,Tuah Burung Merbak,18,seekor,O
264,0,7,Tuah Burung Merbak,18,burung,B-TOKOH
265,0,7,Tuah Burung Merbak,18,Merbuk,I-TOKOH
266,0,7,Tuah Burung Merbak,18,yang,O
267,0,7,Tuah Burung Merbak,18,sangat,O
268,0,7,Tuah Burung Merbak,18,indah,O
269,0,7,Tuah Burung Merbak,18,.,O
270,0,7,Tuah Burung Merbak,18,Warna,O
271,0,7,Tuah Burung Merbak,18,bulunya,O
272,0,7,Tuah Burung Merbak,18,berkilauan,O
273,0,7,Tuah Burung Merbak,18,bagaikan,O
274,0,7,Tuah Burung Merbak,18,keemasan,O
275,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
276,0,7,Tuah Burung Merbak,18,'',O
277,0,7,Tuah Burung Merbak,18,katanya,O
278,0,7,Tuah Burung Merbak,18,sambil,O
279,0,7,Tuah Burung Merbak,18,menunjukkan,O
280,0,7,Tuah Burung Merbak,18,burung,B-TOKOH
281,0,7,Tuah Burung Merbak,18,yang,O
282,0,7,Tuah Burung Merbak,18,baru,O
283,0,7,Tuah Burung Merbak,18,saja,O
284,0,7,Tuah Burung Merbak,18,mereka,O
285,0,7,Tuah Burung Merbak,18,peroleh,O
286,0,7,Tuah Burung Merbak,18,itu,O
287,0,7,Tuah Burung Merbak,18,.,O
288,0,7,Tuah Burung Merbak,18,``,O
289,0,7,Tuah Burung Merbak,18,Apakah,O
290,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
291,0,7,Tuah Burung Merbak,18,dapat,O
292,0,7,Tuah Burung Merbak,18,membuatkan,O
293,0,7,Tuah Burung Merbak,18,sangkarnya,O
294,0,7,Tuah Burung Merbak,18,'',O
295,0,7,Tuah Burung Merbak,18,``,O
296,0,7,Tuah Burung Merbak,18,Bukan,O
297,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
298,0,7,Tuah Burung Merbak,18,tidak,O
299,0,7,Tuah Burung Merbak,18,bersedia,O
300,0,7,Tuah Burung Merbak,18,membuatkan,O
301,0,7,Tuah Burung Merbak,18,sangkarnya,O
302,0,7,Tuah Burung Merbak,18,tetapi,O
303,0,7,Tuah Burung Merbak,18,sekarang,O
304,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
305,0,7,Tuah Burung Merbak,18,sedang,O
306,0,7,Tuah Burung Merbak,18,banyak,O
307,0,7,Tuah Burung Merbak,18,pekerjaan,O
308,0,7,Tuah Burung Merbak,18,yang,O
309,0,7,Tuah Burung Merbak,18,akan,O
310,0,7,Tuah Burung Merbak,18,diselesaikan,O
311,0,7,Tuah Burung Merbak,18,lebih,O
312,0,7,Tuah Burung Merbak,18,dahulu,O
313,0,7,Tuah Burung Merbak,18,.,O
314,0,7,Tuah Burung Merbak,18,Padi,O
315,0,7,Tuah Burung Merbak,18,kita,O
316,0,7,Tuah Burung Merbak,18,sudah,O
317,0,7,Tuah Burung Merbak,18,mulai,O
318,0,7,Tuah Burung Merbak,18,keluar,O
319,0,7,Tuah Burung Merbak,18,yang,O
320,0,7,Tuah Burung Merbak,18,harus,O
321,0,7,Tuah Burung Merbak,18,disiapkan,O
322,0,7,Tuah Burung Merbak,18,tempatnya,O
323,0,7,Tuah Burung Merbak,18,.,O
324,0,7,Tuah Burung Merbak,18,Nanti,O
325,0,7,Tuah Burung Merbak,18,setelah,O
326,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
327,0,7,Tuah Burung Merbak,18,selesai,O
328,0,7,Tuah Burung Merbak,18,membuat,O
329,0,7,Tuah Burung Merbak,18,tempat,O
330,0,7,Tuah Burung Merbak,18,padi,O
331,0,7,Tuah Burung Merbak,18,barulah,O
332,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
333,0,7,Tuah Burung Merbak,18,buatkan,O
334,0,7,Tuah Burung Merbak,18,sangkar,O
335,0,7,Tuah Burung Merbak,18,burung,O
336,0,7,Tuah Burung Merbak,18,itu,O
337,0,7,Tuah Burung Merbak,18,'',O
338,0,7,Tuah Burung Merbak,18,demikian,O
339,0,7,Tuah Burung Merbak,18,kata,O
340,0,7,Tuah Burung Merbak,18,ayahnya,B-TOKOH
341,0,7,Tuah Burung Merbak,18,si,O
342,0,7,Tuah Burung Merbak,18,Ahmad,B-TOKOH
343,0,7,Tuah Burung Merbak,18,dan,O
344,0,7,Tuah Burung Merbak,18,Muhammad,B-TOKOH
345,0,7,Tuah Burung Merbak,18,.,O
346,0,7,Tuah Burung Merbak,18,``,O
347,0,7,Tuah Burung Merbak,18,Baiklah,O
348,0,7,Tuah Burung Merbak,18,ayah,B-TOKOH
349,0,7,Tuah Burung Merbak,18,'',O
350,0,7,Tuah Burung Merbak,18,jawab,O
351,0,7,Tuah Burung Merbak,18,mereka,O
352,0,7,Tuah Burung Merbak,18,Ahmad,B-TOKOH
353,0,7,Tuah Burung Merbak,18,dan,O
354,0,7,Tuah Burung Merbak,18,Muhammad,B-TOKOH
355,0,7,Tuah Burung Merbak,18,masuk,O
356,0,7,Tuah Burung Merbak,18,ke,O
357,0,7,Tuah Burung Merbak,18,rumah,O
358,0,7,Tuah Burung Merbak,18,untuk,O
359,0,7,Tuah Burung Merbak,18,menukar,O
360,0,7,Tuah Burung Merbak,18,pakaian,O
361,0,7,Tuah Burung Merbak,18,.,O
362,0,7,Tuah Burung Merbak,19,Selesai,O
363,0,7,Tuah Burung Merbak,19,sembahyang,O
364,0,7,Tuah Burung Merbak,19,Maghrib,O
365,0,7,Tuah Burung Merbak,19,.,O
366,0,7,Tuah Burung Merbak,20,Ahmad,B-TOKOH
367,0,7,Tuah Burung Merbak,20,dan,O
368,0,7,Tuah Burung Merbak,20,Muhammad,B-TOKOH
369,0,7,Tuah Burung Merbak,20,mengulangi,O
370,0,7,Tuah Burung Merbak,20,lagi,O
371,0,7,Tuah Burung Merbak,20,pelajarannya,O
372,0,7,Tuah Burung Merbak,20,demikianlah,O
373,0,7,Tuah Burung Merbak,20,mereka,O
374,0,7,Tuah Burung Merbak,20,lakukan,O
375,0,7,Tuah Burung Merbak,20,setiap,O
376,0,7,Tuah Burung Merbak,20,malam,O
377,0,7,Tuah Burung Merbak,20,selesai,O
378,0,7,Tuah Burung Merbak,20,sembahyang,O
379,0,7,Tuah Burung Merbak,20,.,O
380,0,7,Tuah Burung Merbak,21,Sudah,O
381,0,7,Tuah Burung Merbak,21,menjadi,O
382,0,7,Tuah Burung Merbak,21,kebiasaan,O
383,0,7,Tuah Burung Merbak,21,bagi,O
384,0,7,Tuah Burung Merbak,21,keluarga,O
385,0,7,Tuah Burung Merbak,21,Pak,B-TOKOH
386,0,7,Tuah Burung Merbak,21,Ahmad,I-TOKOH
387,0,7,Tuah Burung Merbak,21,pagi,O
388,0,7,Tuah Burung Merbak,21,pagi,O
389,0,7,Tuah Burung Merbak,21,sekali,O
390,0,7,Tuah Burung Merbak,21,sudah,O
391,0,7,Tuah Burung Merbak,21,bangun,O
392,0,7,Tuah Burung Merbak,21,.,O
393,0,7,Tuah Burung Merbak,22,Dan,O
394,0,7,Tuah Burung Merbak,22,sesudah,O
395,0,7,Tuah Burung Merbak,22,makan,O
396,0,7,Tuah Burung Merbak,22,pagi,O
397,0,7,Tuah Burung Merbak,22,mereka,O
398,0,7,Tuah Burung Merbak,22,bersama,O
399,0,7,Tuah Burung Merbak,22,sama,O
400,0,7,Tuah Burung Merbak,22,pergi,O
401,0,7,Tuah Burung Merbak,22,ke,O
402,0,7,Tuah Burung Merbak,22,sawah,O
403,0,7,Tuah Burung Merbak,22,.,O
404,0,7,Tuah Burung Merbak,23,Si,O
405,0,7,Tuah Burung Merbak,23,Ahmad,B-TOKOH
406,0,7,Tuah Burung Merbak,23,dan,O
407,0,7,Tuah Burung Merbak,23,Muhammad,B-TOKOH
408,0,7,Tuah Burung Merbak,23,tak,O
409,0,7,Tuah Burung Merbak,23,lupa,O
410,0,7,Tuah Burung Merbak,23,membawa,O
411,0,7,Tuah Burung Merbak,23,burung,B-TOKOH
412,0,7,Tuah Burung Merbak,23,Merbuk,I-TOKOH
413,0,7,Tuah Burung Merbak,23,kesayangannya,O
414,0,7,Tuah Burung Merbak,23,.,O
415,0,7,Tuah Burung Merbak,24,Telah,O
416,0,7,Tuah Burung Merbak,24,ditakdirkan,O
417,0,7,Tuah Burung Merbak,24,oleh,O
418,0,7,Tuah Burung Merbak,24,Yang,B-TOKOH
419,0,7,Tuah Burung Merbak,24,Maha,I-TOKOH
420,0,7,Tuah Burung Merbak,24,Kuasa,I-TOKOH
421,0,7,Tuah Burung Merbak,24,bahwa,O
422,0,7,Tuah Burung Merbak,24,pada,O
423,0,7,Tuah Burung Merbak,24,zaman,O
424,0,7,Tuah Burung Merbak,24,dahulu,O
425,0,7,Tuah Burung Merbak,24,kala,O
426,0,7,Tuah Burung Merbak,24,binatang,O
427,0,7,Tuah Burung Merbak,24,dapat,O
428,0,7,Tuah Burung Merbak,24,berbicara,O
429,0,7,Tuah Burung Merbak,24,sesamanya,O
430,0,7,Tuah Burung Merbak,24,.,O
431,0,7,Tuah Burung Merbak,25,Dan,O
432,0,7,Tuah Burung Merbak,25,bahasa,O
433,0,7,Tuah Burung Merbak,25,binatang,O
434,0,7,Tuah Burung Merbak,25,itu,O
435,0,7,Tuah Burung Merbak,25,dapat,O
436,0,7,Tuah Burung Merbak,25,pula,O
437,0,7,Tuah Burung Merbak,25,dimengerti,O
438,0,7,Tuah Burung Merbak,25,oleh,O
439,0,7,Tuah Burung Merbak,25,manusia,O
440,0,7,Tuah Burung Merbak,25,.,O
441,0,7,Tuah Burung Merbak,26,Demikian,O
442,0,7,Tuah Burung Merbak,26,pula,O
443,0,7,Tuah Burung Merbak,26,sebaliknya,O
444,0,7,Tuah Burung Merbak,26,.,O
445,0,7,Tuah Burung Merbak,27,Karena,O
446,0,7,Tuah Burung Merbak,27,telah,O
447,0,7,Tuah Burung Merbak,27,lama,O
448,0,7,Tuah Burung Merbak,27,burung,B-TOKOH
449,0,7,Tuah Burung Merbak,27,Merbuk,I-TOKOH
450,0,7,Tuah Burung Merbak,27,itu,O
451,0,7,Tuah Burung Merbak,27,dipelihara,O
452,0,7,Tuah Burung Merbak,27,oleh,O
453,0,7,Tuah Burung Merbak,27,si,O
454,0,7,Tuah Burung Merbak,27,Ahmad,B-TOKOH
455,0,7,Tuah Burung Merbak,27,dan,O
456,0,7,Tuah Burung Merbak,27,Muhammad,B-TOKOH
457,0,7,Tuah Burung Merbak,27,burung,B-TOKOH
458,0,7,Tuah Burung Merbak,27,itu,O
459,0,7,Tuah Burung Merbak,27,sudah,O
460,0,7,Tuah Burung Merbak,27,menjadi,O
461,0,7,Tuah Burung Merbak,27,jinak,O
462,0,7,Tuah Burung Merbak,27,sekali,O
463,0,7,Tuah Burung Merbak,27,.,O
464,0,7,Tuah Burung Merbak,28,Sehingga,O
465,0,7,Tuah Burung Merbak,28,tidak,O
466,0,7,Tuah Burung Merbak,28,lagi,O
467,0,7,Tuah Burung Merbak,28,diikat,O
468,0,7,Tuah Burung Merbak,28,oleh,O
469,0,7,Tuah Burung Merbak,28,si,O
470,0,7,Tuah Burung Merbak,28,Ahmad,B-TOKOH
471,0,7,Tuah Burung Merbak,28,.,O
472,0,7,Tuah Burung Merbak,29,Bahkan,O
473,0,7,Tuah Burung Merbak,29,burung,B-TOKOH
474,0,7,Tuah Burung Merbak,29,itu,O
475,0,7,Tuah Burung Merbak,29,sudah,O
476,0,7,Tuah Burung Merbak,29,tidak,O
477,0,7,Tuah Burung Merbak,29,mau,O
478,0,7,Tuah Burung Merbak,29,lagi,O
479,0,7,Tuah Burung Merbak,29,terbang,O
480,0,7,Tuah Burung Merbak,29,jauh,O
481,0,7,Tuah Burung Merbak,29,.,O
482,0,7,Tuah Burung Merbak,30,Kemana,O
483,0,7,Tuah Burung Merbak,30,saja,O
484,0,7,Tuah Burung Merbak,30,si,O
485,0,7,Tuah Burung Merbak,30,Ahmad,B-TOKOH
486,0,7,Tuah Burung Merbak,30,dan,O
487,0,7,Tuah Burung Merbak,30,Muhammad,B-TOKOH
488,0,7,Tuah Burung Merbak,30,pergi,O
489,0,7,Tuah Burung Merbak,30,Merbuk,B-TOKOH
490,0,7,Tuah Burung Merbak,30,itu,O
491,0,7,Tuah Burung Merbak,30,tetap,O
492,0,7,Tuah Burung Merbak,30,saja,O
493,0,7,Tuah Burung Merbak,30,ada,O
494,0,7,Tuah Burung Merbak,30,bersama,O
495,0,7,Tuah Burung Merbak,30,mereka,O
496,0,7,Tuah Burung Merbak,30,.,O
497,0,7,Tuah Burung Merbak,31,Seolah,O
498,0,7,Tuah Burung Merbak,31,Olah,O
499,0,7,Tuah Burung Merbak,31,mereka,O
500,0,7,Tuah Burung Merbak,31,tak,O
501,0,7,Tuah Burung Merbak,31,dapat,O
502,0,7,Tuah Burung Merbak,31,berpisah,O
503,0,7,Tuah Burung Merbak,31,lagi,O
504,0,7,Tuah Burung Merbak,31,.,O
505,0,7,Tuah Burung Merbak,32,Kita,O
506,0,7,Tuah Burung Merbak,32,tinggalkan,O
507,0,7,Tuah Burung Merbak,32,sejenak,O
508,0,7,Tuah Burung Merbak,32,si,O
509,0,7,Tuah Burung Merbak,32,Ahmad,B-TOKOH
510,0,7,Tuah Burung Merbak,32,dan,O
511,0,7,Tuah Burung Merbak,32,Muhammad,B-TOKOH
512,0,7,Tuah Burung Merbak,32,bersama,O
513,0,7,Tuah Burung Merbak,32,burung,B-TOKOH
514,0,7,Tuah Burung Merbak,32,Merbuknya,I-TOKOH
515,0,7,Tuah Burung Merbak,32,.,O
516,0,7,Tuah Burung Merbak,33,Kita,O
517,0,7,Tuah Burung Merbak,33,beralih,O
518,0,7,Tuah Burung Merbak,33,kepada,O
