story_id,sentence_id,characters,confidences
6,16,['Siti Ensah'],[-1.0]
6,17,"['ayahmu', 'ayahnya']","[-1.0, -1.0]"
6,19,"['Jibau', 'Bunda']","[-1.0, -1.0]"
6,21,['Ibunya'],[-1.0]
6,22,['Siti Ensah'],[-1.0]
6,23,['Nogong'],[-1.0]
6,24,['Bunda'],[-1.0]
6,26,['Ibunya'],[-1.0]
6,27,['Jibau'],[-1.0]
6,28,['adiknya'],[-1.0]
6,29,"['Nogong', 'kakaknya']","[-1.0, -1.0]"
6,30,['Jibau'],[-1.0]
6,34,"['Siti Ensah', 'ibunya']","[-1.0, -1.0]"
6,35,['pemuda gagah'],[-1.0]
6,36,['Jibau'],[-1.0]
6,37,['Siti Ensah'],[-1.0]
6,38,['Jibau'],[-1.0]
6,39,"['Siti Ensah', 'Kakanda']","[-1.0, -1.0]"
6,41,['Jibau'],[-1.0]
6,43,['Jibau'],[-1.0]
6,44,['Siti Ensah'],[-1.0]
6,45,['Jibau'],[-1.0]
6,46,"['kaya', 'Datuk Orang Kaya Muda', 'Jibau', 'Siti Ensah']","[-1.0, -1.0, -1.0, -1.0]"
6,47,['Siti Ensah'],[-1.0]
6,48,['Siti Ensah'],[-1.0]
6,49,"['Datuk Orang Kaya Muda', 'Jibau', 'Siti Ensah', 'ibunya']","[-1.0, -1.0, -1.0, -1.0]"
6,50,"['Siti Ensah', 'ibunya']","[-1.0, -1.0]"
6,51,['Siti Ensah'],[-1.0]
6,52,"['Datuk Orang Kaya Muda', 'Siti Ensah']","[-1.0, -1.0]"
6,53,['Nogong'],[-1.0]
6,54,"['kakaknya', 'Nogong', 'kakeknya', 'Syekh']","[-1.0, -1.0, -1.0, -1.0]"
6,56,['Jibau'],[-1.0]
6,57,"['Nogong', 'kakaknya']","[-1.0, -1.0]"
6,58,"['Nogong', 'Datuk Orang Kaya Muda']","[-1.0, -1.0]"
6,59,['Nogong'],[-1.0]
6,60,"['Jibau', 'Siti Ensah']","[-1.0, -1.0]"
6,61,['Datuk Orang Kaya Muda'],[-1.0]
7,2,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,4,['Muhammad'],[-1.0]
7,5,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,7,['orang tua'],[-1.0]
7,8,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,9,['burung merbuk'],[-1.0]
7,10,['burung'],[-1.0]
7,11,['Burung merbuk'],[-1.0]
7,12,['ayah'],[-1.0]
7,13,"['Ayah', 'burung merbuk']","[-1.0, -1.0]"
7,15,['Ayah'],[-1.0]
7,16,['Ahmad'],[-1.0]
7,17,"['Ayah', 'Ayah', 'Ayah']","[-1.0, -1.0, -1.0]"
7,18,['Ayah'],[-1.0]
7,19,"['Ayah', 'Ahmad', 'Muhammad']","[-1.0, -1.0, -1.0]"
7,21,['burung'],[-1.0]
7,22,"['Ahmad', 'Muhammad', 'burung']","[-1.0, -1.0, -1.0]"
7,23,"['burung merbuk', 'burung']","[-1.0, -1.0]"
7,24,['Wak Pawang Merbuk'],[-1.0]
7,25,['Wak Pawang Merbuk'],[-1.0]
7,26,"['lelaki tua', 'Hai', 'Pawang Merbuk']","[-1.0, -1.0, -1.0]"
7,27,['burung merbuk'],[-1.0]
7,28,['Wak Pawang Merbuk'],[-1.0]
7,29,['Orang tua'],[-1.0]
7,31,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,32,['lelaki tua'],[-1.0]
7,33,['Wak Pawang Merbuk'],[-1.0]
7,37,"['Wak Pawang Merbuk', 'Ahmad', 'Muhammad']","[-1.0, -1.0, -1.0]"
7,39,['burung merbuk'],[-1.0]
7,41,"['Wak', 'Ahmad', 'Muhammad']","[-1.0, -1.0, -1.0]"
7,45,"['Ahmad', 'Muhammad', 'Wak']","[-1.0, -1.0, -1.0]"
7,48,"['ayah', 'Wak Pawang Merbuk', 'Pak Ahmad']","[-1.0, -1.0, -1.0]"
7,49,['Pak Ahmad'],[-1.0]
7,50,['Wak Pawang'],[-1.0]
7,52,['Wak Pawang Merbuk'],[-1.0]
7,53,"['Ibu Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,54,['burung merbuk'],[-1.0]
7,57,"['Ahmad', 'firman']","[-1.0, -1.0]"
7,58,['Muhammad'],[-1.0]
7,59,['Muhammad'],[-1.0]
7,62,['ibu'],[-1.0]
7,63,['ibu'],[-1.0]
7,64,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,65,['burung'],[-1.0]
7,66,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,67,['Pak Ahmad'],[-1.0]
7,69,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
7,71,"['Ahmad', 'gajah putih kerajaan']","[-1.0, -1.0]"
7,72,['Muhammad'],[-1.0]
7,74,"['Raja', 'Ahmad', 'Puteri Sulung', 'Muhammad', 'Puteri Bungsu']","[-1.0, -1.0, -1.0, -1.0, -1.0]"
7,75,"['Ahmad', 'Muhammad']","[-1.0, -1.0]"
8,1,['Tiga Sipunjung'],[-1.0]
8,2,"['adik tirinya', 'Anggaranim']","[-1.0, -1.0]"
8,3,['istri Partiga Tiga Sipunjung'],[-1.0]
8,4,['Urung'],[-1.0]
8,7,['Partiga Tiga Sipunjung'],[-1.0]
8,8,['Raja'],[-1.0]
8,9,['Raja Sitanggang'],[-1.0]
8,10,['Tiga Sipunjung'],[-1.0]
8,11,['Raja Sitanggang'],[-1.0]
8,12,['Raja Sitanggang'],[-1.0]
8,13,"['Partiga Tiga Sipunjung', 'adiknya']","[-1.0, -1.0]"
8,16,"['ayam jago Partiga Tiga Sipunjung', 'ayam Raja']","[-1.0, -1.0]"
8,17,['Raja Sitanggang'],[-1.0]
8,18,['Tiga Sipunjung'],[-1.0]
8,19,['Raja Sitanggang'],[-1.0]
8,20,['Partiga Tiga Sipunjung'],[-1.0]
8,21,['cucunya'],[-1.0]
8,23,['Partiga Tiga Sipunjung'],[-1.0]
8,24,['Suhi Boh Bosar'],[-1.0]
8,27,['pemuda'],[-1.0]
8,28,['Yang Maha Kuasa'],[-1.0]
8,33,['warga kampung'],[-1.0]
8,34,['ular besar'],[-1.0]
8,35,['ular'],[-1.0]
8,37,['Anggaranim'],[-1.0]
8,38,['sanak'],[-1.0]
8,40,['ular besar'],[-1.0]
8,41,['Nan Sorma'],[-1.0]
8,42,['petani'],[-1.0]
8,43,"['Raja Siali', 'Nan Sorma']","[-1.0, -1.0]"
8,44,"['ular besar', 'Nan Sorma']","[-1.0, -1.0]"
8,45,['Siantar'],[-1.0]
8,48,"['ular sendei', 'Nan Sorma']","[-1.0, -1.0]"
8,49,['Nan Sorma'],[-1.0]
9,0,['Datu Pejel'],[-1.0]
9,1,"['Isterinya', 'puteri Guru Teteabulan', 'Siboru Bidinglaut']","[-1.0, -1.0, -1.0]"
9,5,['kodok besar'],[-1.0]
9,6,"['Datu Pejel', 'dukun']","[-1.0, -1.0]"
9,9,['Datu Pejel'],[-1.0]
9,10,['Datu Pejel'],[-1.0]
9,11,['dukun besar'],[-1.0]
9,13,['Narasaon'],[-1.0]
9,14,"['Narasaon', 'puteri pamannya', 'Narasaon']","[-1.0, -1.0, -1.0]"
9,15,['Narasaon'],[-1.0]
9,17,['Datu Pejel'],[-1.0]
9,20,['isterinya'],[-1.0]
9,21,"['Datu Pejel', 'anaknya']","[-1.0, -1.0]"
9,22,['isterinya'],[-1.0]
9,23,"['ibu', 'Siboru Bidinglaut']","[-1.0, -1.0]"
9,24,['suaminya'],[-1.0]
9,25,['Datu Pejel'],[-1.0]
9,27,"['Narasaon', 'Narasaon']","[-1.0, -1.0]"
9,31,['Datu Pejel'],[-1.0]
9,34,['Yang Maha Kuasa'],[-1.0]
9,37,"['Datu Pejel', 'anaknya']","[-1.0, -1.0]"
9,38,['Suami isteri'],[-1.0]
9,39,['Siboru Bidinglaut'],[-1.0]
9,41,"['isterinya', 'Datu Pejel']","[-1.0, -1.0]"
9,43,['Siboru'],[-1.0]
9,44,['tujuh bidadari'],[-1.0]
9,46,['ketujuh bidadari'],[-1.0]
9,50,['pemuda'],[-1.0]
9,52,['ibumu'],[-1.0]
9,54,['budiman'],[-1.0]
9,56,['bidadari'],[-1.0]
9,58,"['ayahku', 'Narasaon']","[-1.0, -1.0]"
9,59,['ketujuh bidadari'],[-1.0]
9,63,['orang tuanya'],[-1.0]
9,64,['Datu Pejel'],[-1.0]
9,66,['pemuda'],[-1.0]
9,67,"['Raja Narasaon', 'Raja Narasaon']","[-1.0, -1.0]"
9,68,['Pengurus besarnya'],[-1.0]
10,2,"['raja', 'RAJA MARGOLANG']","[-1.0, -1.0]"
10,3,['Raja Margolang'],[-1.0]
10,4,['Raja Haroharo'],[-1.0]
10,5,['permaisuri Raja Haroharo'],[-1.0]
10,6,"['Raja Margolang', 'puterinya']","[-1.0, -1.0]"
10,10,['pemuka'],[-1.0]
10,11,"['Raja Haroharo', 'Permaisurinya']","[-1.0, -1.0]"
10,12,"['NAGA SORAI', 'menteri', 'pembesar negeri']","[-1.0, -1.0, -1.0]"
10,14,"['Raja Haroharo', 'raja']","[-1.0, -1.0]"
10,17,"['Raja Haroharo', 'Raja Margolang', 'puterinya', 'putera Haroharo', 'Naga Sorai']","[-1.0, -1.0, -1.0, -1.0, -1.0]"
10,18,"['Raja Margolang', 'Raja Haroharo']","[-1.0, -1.0]"
10,21,"['Raja Margolang', 'rakyat']","[-1.0, -1.0]"
10,23,['penduduk daerah'],[-1.0]
10,24,['rakyat Haroharo'],[-1.0]
10,25,"['Raja Margolang', 'menteri', 'pembesar kerajaannya']","[-1.0, -1.0, -1.0]"
10,26,"['Raja Haroharo', 'Naga Sorai', 'puteri', 'Raja Margolang']","[-1.0, -1.0, -1.0, -1.0]"
10,28,['Naga Sorai'],[-1.0]
10,29,"['Naga Sorai', 'ibundanya', 'puteri Raja Margolang']","[-1.0, -1.0, -1.0]"
10,30,"['kakandaku', 'puterinya']","[-1.0, -1.0]"
10,31,['Ayahandamu'],[-1.0]
10,32,"['Bunda', 'permaisurinya']","[-1.0, -1.0]"
10,34,"['Permaisuri Haroharo', 'Naga Sorai']","[-1.0, -1.0]"
10,35,['suaminya'],[-1.0]
10,36,"['Raja Haroharo', 'Raja Margolang']","[-1.0, -1.0]"
10,37,['puterinya'],[-1.0]
10,49,['ahli nujum'],[-1.0]
10,50,['Naga Sorai'],[-1.0]
10,51,"['Naga Sorai', 'pembesar negara', 'anggota keluarga']","[-1.0, -1.0, -1.0]"
10,52,"['budak', 'SIPAKPAK KUNAL']","[-1.0, -1.0]"
10,54,['Raja Haroharo'],[-1.0]
10,59,['Kunal'],[-1.0]
10,65,['ayahku'],[-1.0]
10,67,['ayahku'],[-1.0]
10,68,['ayah'],[-1.0]
10,70,['keluarga ayah'],[-1.0]
10,71,['ayahku'],[-1.0]
10,72,['Ayah'],[-1.0]
10,76,"['Ibu', 'ayah']","[-1.0, -1.0]"
10,77,"['ayah', 'ayah']","[-1.0, -1.0]"
10,79,['ibuku'],[-1.0]
10,81,['Sipakpak Kunal'],[-1.0]
10,83,['Sipakpak Kunal'],[-1.0]
10,84,['Sipakpak Kunal'],[-1.0]
10,87,['Nagai Sori'],[-1.0]
10,93,['ayahku'],[-1.0]
10,97,['anak raja'],[-1.0]
10,98,"['Nagai Sori', 'puteri Raja Margolang']","[-1.0, -1.0]"
10,99,['Nagai Sori'],[-1.0]
10,100,['Raja Margolang'],[-1.0]
10,102,['Sipakpak Kunal'],[-1.0]
10,103,"['tukang dayung', 'puteri']","[-1.0, -1.0]"
10,104,['anggota rombongan'],[-1.0]
10,105,['Sipakpak Kunal'],[-1.0]
10,108,['Nagai Sori'],[-1.0]
10,109,['anggota rombongan'],[-1.0]
10,111,['Sipakpak Kunal'],[-1.0]
10,112,['anggota rombongan'],[-1.0]
10,114,['anggota rombongan'],[-1.0]
10,115,['Nagai Sori'],[-1.0]
10,116,['Sipakpak Kunal'],[-1.0]
10,117,['Sipakpak Kunal'],[-1.0]
10,120,['puteri'],[-1.0]
10,121,['puteri'],[-1.0]
10,124,['Sipakpak Kunal'],[-1.0]
10,132,['puteri'],[-1.0]
10,133,['Nagai Sori'],[-1.0]
10,141,['Sipakpak Kunal'],[-1.0]
10,142,['Nagai Sori'],[-1.0]
10,143,['Sipakpak Kunal'],[-1.0]
10,146,['Sipakpak Kunal'],[-1.0]
10,147,['puteri Raja Margolang'],[-1.0]
10,149,['Orang tuaku'],[-1.0]
10,158,['Nagai Sori'],[-1.0]
10,160,['Sipakpak Kunal'],[-1.0]
10,161,['Raja Margolang'],[-1.0]
10,162,"['rakyat Raja Margolang', 'anak raja']","[-1.0, -1.0]"
10,164,['Nagai Sori'],[-1.0]
10,167,['Raja Margolang'],[-1.0]
10,168,['Menteri Dalam Negeri'],[-1.0]
10,169,"['Raja Margolang', 'Permaisurinya']","[-1.0, -1.0]"
10,170,"['Raja Margolang', 'Nagai Sori']","[-1.0, -1.0]"
10,171,['Sipakpak Kunal'],[-1.0]
10,173,"['Nagai Sori', 'Sipakpak Kunal']","[-1.0, -1.0]"
10,177,['Tuanku Syah Alam'],[-1.0]
10,179,['Raja Margolang'],[-1.0]
10,180,['Tuanku'],[-1.0]
10,181,['Permaisuri Haroharo'],[-1.0]
10,182,['Nagai Sori'],[-1.0]
10,184,"['Sipakpak Kunal', 'Nagai Sori']","[-1.0, -1.0]"
10,186,['Sipakpak Kunal'],[-1.0]
10,187,"['kepala', 'istana']","[-1.0, -1.0]"
10,188,"['Raja', 'Permaisuri']","[-1.0, -1.0]"
10,189,"['Raja Margolang', 'adiknya', 'Permaisuri Haroharo']","[-1.0, -1.0, -1.0]"
10,190,"['kerajaan', 'kerabat Raja', 'pembesar kerajaan']","[-1.0, -1.0, -1.0]"
10,191,"['Nagai Sori', 'Sipakpak Kunal']","[-1.0, -1.0]"
10,192,"['Sipakpak Kunal', 'ibuku']","[-1.0, -1.0]"
10,194,['Raja Margolang'],[-1.0]
10,196,['Raja Haroharo'],[-1.0]
10,198,['Nagai Sori'],[-1.0]
10,199,['Tuanku Syah Alam'],[-1.0]
10,200,['pembesar Kerajaan'],[-1.0]
10,203,['Sipakpak Kunal'],[-1.0]
10,206,['Raja Margolang'],[-1.0]
10,209,['Sipakpak Kunal'],[-1.0]
10,211,['Menteri Pertahanan'],[-1.0]
10,213,['Perdana Menteri'],[-1.0]
10,214,"['Tuanku Syah Alam', 'Nagai Sori']","[-1.0, -1.0]"
10,215,['Sori'],[-1.0]
10,219,['Sipakpak Kunal'],[-1.0]
10,221,['Tuan Puteri'],[-1.0]
10,222,['Permaisuri Raja Margolang'],[-1.0]
10,223,['ibundanya'],[-1.0]
10,225,['pegawai istana'],[-1.0]
10,226,['Dewan Penasihat Raja Margolang'],[-1.0]
10,228,['Raja Margolang'],[-1.0]
10,230,['Sipakpak Kunal'],[-1.0]
10,232,"['Raja Haroharo', 'Permaisurinya']","[-1.0, -1.0]"
10,233,"['Sipakpak Kunal', 'puteri Raja']","[-1.0, -1.0]"
10,234,"['Raja Margolang', 'Sipakpak Kunal']","[-1.0, -1.0]"
10,237,['Raja Margolang'],[-1.0]
10,239,['Nagai Sori'],[-1.0]
10,240,['Sipakpak Kunal'],[-1.0]
10,241,['Sipakpak Kunal'],[-1.0]
10,243,['Raja Margolang'],[-1.0]
10,244,['Sipakpak Kunal'],[-1.0]
10,245,"['Sipakpak Kunal', 'menantu Raja Margolang']","[-1.0, -1.0]"
10,246,['Nagai Sori'],[-1.0]
10,251,"['Raja Margolang', 'Nagai Sori', 'Raja']","[-1.0, -1.0, -1.0]"
10,252,"['Raja Margolang', 'Permaisuri']","[-1.0, -1.0]"
10,253,['Permaisuri'],[-1.0]
10,256,"['Raja Margolang', 'Permaisuri', 'Sipakpak Kunal', 'isterinya', 'Nagai Sori']","[-1.0, -1.0, -1.0, -1.0, -1.0]"
10,257,['Sipakpak Kunal'],[-1.0]
10,258,"['Nagai Sori', 'Sipakpak Kunal']","[-1.0, -1.0]"
10,259,['Puteri Raja'],[-1.0]
10,262,"['Puteri', 'Nagai Sori']","[-1.0, -1.0]"
10,263,['Nagai Sori'],[-1.0]
10,264,"['Puteri', 'Nagai Sori']","[-1.0, -1.0]"
10,265,['Nagai Sori'],[-1.0]
10,266,['Puteri'],[-1.0]
10,267,['Sipakpak Kunal'],[-1.0]
10,268,['menteri'],[-1.0]
10,269,"['Raja Margolang', 'Sipakpak Kunal', 'Raja']","[-1.0, -1.0, -1.0]"
10,271,"['Nagai Sori', 'Puteri Margolang']","[-1.0, -1.0]"
10,272,['Nagai Sori'],[-1.0]
11,1,['Datu'],[-1.0]
11,3,"['Datu Pulungantua', 'Datu Dalu']","[-1.0, -1.0]"
11,4,"['Datu Pulungantua', 'Sahang Maima', 'Maima']","[-1.0, -1.0, -1.0]"
11,5,['Datu Pongpangbalasaribu'],[-1.0]
11,8,"['Raja', 'Raja']","[-1.0, -1.0]"
11,9,"['Datu Pulungantua', 'ayahnya']","[-1.0, -1.0]"
11,10,['Datu Dalu'],[-1.0]
11,11,"['Datu Dalu', 'ayahnya']","[-1.0, -1.0]"
11,15,['Maima'],[-1.0]
11,16,['babi besar'],[-1.0]
11,17,['penduduk'],[-1.0]
11,18,"['Maima', 'pamannya', 'Datu Dalu']","[-1.0, -1.0, -1.0]"
11,19,"['Datu Dalu', 'babi']","[-1.0, -1.0]"
11,20,['Maima'],[-1.0]
11,21,['Maima'],[-1.0]
11,22,['babi besar'],[-1.0]
11,23,"['Maima', 'babi']","[-1.0, -1.0]"
11,24,"['babi', 'babi']","[-1.0, -1.0]"
11,25,['Babi'],[-1.0]
11,26,"['Maima', 'babi']","[-1.0, -1.0]"
11,28,"['Datu Dalu', 'pamannya']","[-1.0, -1.0]"
11,29,['Maima'],[-1.0]
11,30,['Maima'],[-1.0]
11,32,['Maima'],[-1.0]
11,35,['Maima'],[-1.0]
11,36,"['tujuh', 'setan betina']","[-1.0, -1.0]"
11,38,['Maima'],[-1.0]
11,39,['Maima'],[-1.0]
11,40,['Maima'],[-1.0]
11,41,"['Maima', 'Maima']","[-1.0, -1.0]"
11,42,['Maima'],[-1.0]
11,43,['setan'],[-1.0]
11,44,['Maima'],[-1.0]
11,46,['Maima'],[-1.0]
11,47,['Maima'],[-1.0]
11,50,"['Maima', 'penduduk desa']","[-1.0, -1.0]"
11,52,['Maima'],[-1.0]
11,53,['pamannya'],[-1.0]
